gene_name	num_isoforms
APOL1	10
DTX3L	2
TDRD7	2
GBP2	4
SLC15A3	14
SLC26A4	8
LMO2	6
PDZD2	12
RP11-532F6.3	NA
CD7	8
ATF3	10
TRIM21	2
CYP2J2	5
PSMB9	5
MYD88	15
AC004988.1	NA
NLRC5	29
BRIP1	26
PMAIP1	3
RARRES3	NA
TMEM229B	7
KCNT2	9
NMI	4
RASGEF1B	13
ANKRD45	2
PLEKHA4	16
TRIM69	15
APOL4	13
KCTD14	2
LAP3	11
RASGRP3	20
TAP2	9
IL4I1	8
DLL1	2
LAP3P2	1
PRRG4	1
SERPINB9	2
RORB	2
HLA-F	15
RP11-38L15.3	NA
IL22RA1	1
SPTBN5	2
C5AR2	2
PAX5	18
TRANK1	7
TREX1	6
FBXO6	3
SLAMF8	4
UHRF1BP1	NA
GALNT3	10
ZC3HAV1	5
IFITM1	29
TRIM5	14
GUCY1A3	NA
ZNFX1	6
SLFN13	11
EIF2AK2	14
TRIM22	18
C19orf66	NA
CCL2	3
TYMP	17
IFIT5	8
PARP10	23
SLC25A28	10
TRIM38	1
AC025171.1	NA
JAK2	4
ICAM1	5
IRF2	23
ZCCHC2	11
IFI27	13
RNF19B	3
RP11-661A12.5	NA
IFI16	13
SLC2A12	1
SLC6A9	12
RAB20	1
B3GALNT1	51
MASTL	4
HLA-DOB	5
IL15	8
TESK2	4
PML	22
CASP1	22
APOBEC3D	3
STEAP4	3
MBL1P	2
FPR2	6
PIK3R3	7
RXFP1	11
UBA7	11
TLR2	14
TMEM106A	8
MT1M	2
EGF	13
P2RX7	13
PSMB8-AS1	7
XRN1	14
GCA	10
CASP10	15
CCDC184	1
RAD9A	11
RP11-806H10.4	NA
AGBL2	13
STAT1	41
NT5C3AP1	1
OGFR	3
KIAA1755	7
RP11-434H6.6	NA
THSD1	3
FZD5	1
GJD3	1
SLFN11	14
SECTM1	8
PCGF5	5
MAP2	19
SCLT1	10
DDO	3
CNP	12
ODF3B	NA
HAPLN3	5
UBE2L6	5
NT5C3A	10
CLDN23	1
CA13	5
TMEM62	15
HAVCR2	12
TRAFD1	9
SCAMP1-AS1	5
ZFPM2	10
CTSS	19
STAT2	42
HDX	6
SP140L	10
GCNT1	6
MIR155HG	8
SP100	19
PRKD2	17
PSORS1C1	9
ZFYVE26	16
HOXC-AS2	2
COL11A1	14
TEX29	2
SLC18B1	7
FAM111A	18
HOXD3	5
GNB4	10
ZBTB42	2
PHACTR4	9
CPEB3	3
GTPBP1	13
SHOX2	5
PSMB8	7
IL7	10
PI4K2B	2
PKD1L1	8
RHBDF2	20
RPARP-AS1	NA
IRF4	8
EHD4	2
TRIM26	8
FAM124A	4
RMI2	7
RBMS2	8
BTN3A3	15
NOD1	8
PSMB10	5
C21orf91	6
CDKL1	11
CFH	39
NUB1	12
MVB12B	6
CTC-479C5.12	NA
TRIM25	12
TACSTD2	1
PGR	10
C4A	18
ABCG2	5
RUBCN	11
LRCH2	2
PATL2	9
GCNT4	2
JADE2	17
IER2	3
FAM46A	NA
TRIM56	4
RBMS2P1	1
HLA-V	11
CHRNB1	8
EDN1	1
PAX3	15
NCOA7	11
AC009948.5	NA
EXOC6	9
LINC01358	NA
EID3	1
KIAA1217	18
PARP8	21
RAB43	8
NKX3-1	2
CARD16	5
MOV10	26
SPSB1	4
MSX1	2
RUSC1-AS1	22
TMEM110	NA
CCDC109B	NA
BTN3A1	12
RPS6KA5	8
RBCK1	20
