gene_name	num_isoforms	biotype	source
RNU6-1199P	1	snRNA	ensembl
ENSG00000229905	1	lncRNA	ensembl
ENSG00000228327	1	transcribed_unprocessed_pseudogene	ensembl
LINC01409	46	lncRNA	ensembl
ENSG00000285268	1	transcribed_processed_pseudogene	ensembl
ENSG00000230092	1	transcribed_unprocessed_pseudogene	ensembl
FAM87B	1	lncRNA	ensembl
LINC01128	95	lncRNA	ensembl
ENSG00000297178	1	lncRNA	ensembl
ENSG00000297224	2	lncRNA	ensembl
FAM41C	29	lncRNA	ensembl
TUBB8P11	1	unprocessed_pseudogene	ensembl
ENSG00000283040	1	transcribed_unprocessed_pseudogene	ensembl
ENSG00000296088	2	lncRNA	ensembl
ENSG00000272438	48	lncRNA	ensembl
ENSG00000298603	1	lncRNA	ensembl
LINC02593	8	lncRNA	ensembl
SAMD11	15	protein_coding	ensembl
NOC2L	6	protein_coding	ensembl
KLHL17	4	protein_coding	ensembl
PLEKHN1	5	protein_coding	ensembl
PERM1	4	protein_coding	ensembl
ENSG00000303599	2	lncRNA	ensembl
ENSG00000272512	1	lncRNA	ensembl
HES4	4	protein_coding	ensembl
ENSG00000303623	1	lncRNA	ensembl
ISG15	3	protein_coding	ensembl
ENSG00000303614	1	lncRNA	ensembl
ENSG00000231702	1	processed_pseudogene	ensembl
ENSG00000224969	1	lncRNA	ensembl
AGRN	10	protein_coding	ensembl
ENSG00000242590	1	lncRNA	ensembl
ENSG00000291156	55	lncRNA	ensembl
ENSG00000273443	2	lncRNA	ensembl
ENSG00000217801	1	transcribed_unprocessed_pseudogene	ensembl
ENSG00000304119	10	lncRNA	ensembl
ENSG00000304169	3	lncRNA	ensembl
RNF223	1	protein_coding	ensembl
C1orf159	19	protein_coding	ensembl
ENSG00000285812	1	lncRNA	ensembl
ENSG00000299943	1	lncRNA	ensembl
LINC01342	1	lncRNA	ensembl
ENSG00000304965	1	lncRNA	ensembl
MIR200B	1	miRNA	ensembl
MIR200A	1	miRNA	ensembl
MIR429	1	miRNA	ensembl
ENSG00000272141	1	lncRNA	ensembl
TTLL10-AS1	1	lncRNA	ensembl
TTLL10	8	protein_coding	ensembl
TNFRSF18	4	protein_coding	ensembl
TNFRSF4	14	protein_coding	ensembl
SDF4	7	protein_coding	ensembl
B3GALT6	1	protein_coding	ensembl
C1QTNF12	5	protein_coding	ensembl
ENSG00000260179	1	lncRNA	ensembl
UBE2J2	20	protein_coding	ensembl
LINC01786	3	lncRNA	ensembl
SCNN1D	8	protein_coding	ensembl
ACAP3	13	protein_coding	ensembl
MIR6726	1	miRNA	ensembl
PUSL1	7	protein_coding	ensembl
INTS11	49	protein_coding	ensembl
MIR6727	1	miRNA	ensembl
ENSG00000240731	1	lncRNA	ensembl
CPTP	3	protein_coding	ensembl
TAS1R3	1	protein_coding	ensembl
DVL1	7	protein_coding	ensembl
MIR6808	1	miRNA	ensembl
ENSG00000304860	5	lncRNA	ensembl
MXRA8	10	protein_coding	ensembl
AURKAIP1	6	protein_coding	ensembl
NDUFB4P8	1	processed_pseudogene	ensembl
CCNL2	19	protein_coding	ensembl
MRPL20-AS1	18	lncRNA	ensembl
MRPL20	6	protein_coding	ensembl
RN7SL657P	1	misc_RNA	ensembl
ENSG00000301639	1	lncRNA	ensembl
MRPL20-DT	1	lncRNA	ensembl
ANKRD65	5	protein_coding	ensembl
ANKRD65-AS1	2	lncRNA	ensembl
TMEM88B	1	protein_coding	ensembl
LINC01770	43	lncRNA	ensembl
VWA1	4	protein_coding	ensembl
ATAD3C	3	protein_coding	ensembl
ATAD3B	6	protein_coding	ensembl
ENSG00000290916	6	lncRNA	ensembl
ENSG00000284740	1	transcribed_unprocessed_pseudogene	ensembl
ATAD3A	8	protein_coding	ensembl
TMEM240	2	protein_coding	ensembl
ENSG00000299413	1	lncRNA	ensembl
SSU72	4	protein_coding	ensembl
SSU72-AS1	2	lncRNA	ensembl
ENSG00000274481	1	processed_pseudogene	ensembl
FNDC10	1	protein_coding	ensembl
ENSG00000286989	3	lncRNA	ensembl
ENSG00000272106	1	lncRNA	ensembl
MIB2	32	protein_coding	ensembl
MMP23B	10	protein_coding	ensembl
CDK11B	9	protein_coding	ensembl
ENSG00000272004	4	lncRNA	ensembl
SLC35E2B	5	protein_coding	ensembl
ENSG00000293187	1	lncRNA	ensembl
ENSG00000269737	1	transcribed_processed_pseudogene	ensembl
ENSG00000310190	35	lncRNA	ensembl
ENSG00000310238	3	lncRNA	ensembl
MMP23A	1	transcribed_unprocessed_pseudogene	ensembl
CDK11A	23	protein_coding	ensembl
ENSG00000268575	1	lncRNA	ensembl
ENSG00000293188	6	lncRNA	ensembl
ENSG00000290854	4	lncRNA	ensembl
SLC35E2A	1	transcribed_unprocessed_pseudogene	ensembl
ENSG00000227775	1	transcribed_processed_pseudogene	ensembl
NADK	17	protein_coding	ensembl
ENSG00000302550	3	lncRNA	ensembl
GNB1	31	protein_coding	ensembl
GNB1-DT	18	lncRNA	ensembl
ENSG00000303984	1	lncRNA	ensembl
ENSG00000294910	3	lncRNA	ensembl
ENSG00000306476	1	lncRNA	ensembl
CALML6	4	protein_coding	ensembl
TMEM52	6	protein_coding	ensembl
CFAP74	10	protein_coding	ensembl
ENSG00000233542	5	lncRNA	ensembl
GABRD	19	protein_coding	ensembl
ENSG00000304958	8	lncRNA	ensembl
PRKCZ-DT	3	lncRNA	ensembl
PRKCZ	26	protein_coding	ensembl
ENSG00000308181	2	lncRNA	ensembl
ENSG00000271806	1	lncRNA	ensembl
PRKCZ-AS1	2	lncRNA	ensembl
FAAP20	15	protein_coding	ensembl
ENSG00000304038	2	lncRNA	ensembl
ENSG00000234396	1	lncRNA	ensembl
ENSG00000304143	1	lncRNA	ensembl
SKI	5	protein_coding	ensembl
ENSG00000295493	1	lncRNA	ensembl
ENSG00000287356	19	lncRNA	ensembl
MORN1	11	protein_coding	ensembl
ENSG00000272161	1	lncRNA	ensembl
ENSG00000292993	1	lncRNA	ensembl
ENSG00000269896	1	transcribed_processed_pseudogene	ensembl
ENSG00000272420	1	lncRNA	ensembl
ENSG00000295371	1	lncRNA	ensembl
RER1	9	protein_coding	ensembl
PEX10	9	protein_coding	ensembl
PLCH2	8	protein_coding	ensembl
ENSG00000224387	1	lncRNA	ensembl
ENSG00000229393	1	lncRNA	ensembl
PANK4	12	protein_coding	ensembl
HES5	1	protein_coding	ensembl
ENSG00000272449	2	lncRNA	ensembl
TNFRSF14-AS1	19	lncRNA	ensembl
ENSG00000307979	1	lncRNA	ensembl
TNFRSF14	16	protein_coding	ensembl
ENSG00000225931	1	TEC	ensembl
ENSG00000307958	1	lncRNA	ensembl
ENSG00000228037	2	lncRNA	ensembl
ENSG00000289610	1	lncRNA	ensembl
PRXL2B	15	protein_coding	ensembl
MMEL1	9	protein_coding	ensembl
MMEL1-AS1	12	lncRNA	ensembl
TTC34	2	protein_coding	ensembl
ENSG00000285945	1	lncRNA	ensembl
ENSG00000283259	1	lncRNA	ensembl
ENSG00000233234	1	lncRNA	ensembl
ENSG00000287396	3	lncRNA	ensembl
ENSG00000231630	1	lncRNA	ensembl
ENSG00000302855	1	lncRNA	ensembl
ENSG00000295089	1	lncRNA	ensembl
ENSG00000300015	1	lncRNA	ensembl
ENSG00000284745	4	lncRNA	ensembl
ACTRT2	1	protein_coding	ensembl
PRDM16-DT	40	lncRNA	ensembl
PRDM16	10	protein_coding	ensembl
MIR4251	1	miRNA	ensembl
ENSG00000226286	1	lncRNA	ensembl
ENSG00000306427	2	lncRNA	ensembl
ENSG00000279839	1	TEC	ensembl
ENSG00000306439	1	lncRNA	ensembl
ENSG00000272235	1	lncRNA	ensembl
ENSG00000287828	4	lncRNA	ensembl
ENSG00000286518	1	lncRNA	ensembl
ENSG00000295754	1	lncRNA	ensembl
ENSG00000297626	1	lncRNA	ensembl
ARHGEF16	7	protein_coding	ensembl
ENSG00000272088	1	lncRNA	ensembl
MEGF6	8	protein_coding	ensembl
MIR551A	1	miRNA	ensembl
ENSG00000309127	1	lncRNA	ensembl
ENSG00000238260	12	lncRNA	ensembl
TPRG1L	2	protein_coding	ensembl
WRAP73	10	protein_coding	ensembl
TP73	15	protein_coding	ensembl
TP73-AS3	1	lncRNA	ensembl
TP73-AS2	1	lncRNA	ensembl
GFOD3P	32	transcribed_unitary_pseudogene	ensembl
ENSG00000276189	1	misc_RNA	ensembl
CCDC27	3	protein_coding	ensembl
ENSG00000296834	1	lncRNA	ensembl
SMIM1	4	protein_coding	ensembl
LRRC47	3	protein_coding	ensembl
RN7SL574P	1	misc_RNA	ensembl
ENSG00000272153	1	lncRNA	ensembl
CEP104	26	protein_coding	ensembl
DFFB	11	protein_coding	ensembl
C1orf174	11	protein_coding	ensembl
LINC01134	24	lncRNA	ensembl
LINC01346	6	lncRNA	ensembl
LINC01345	5	lncRNA	ensembl
LINC02780	13	lncRNA	ensembl
ENSG00000284703	2	lncRNA	ensembl
ENSG00000296871	1	lncRNA	ensembl
ENSG00000308587	2	lncRNA	ensembl
EEF1DP6	1	processed_pseudogene	ensembl
ENSG00000301255	1	lncRNA	ensembl
ENSG00000299169	1	lncRNA	ensembl
ENSG00000302287	2	lncRNA	ensembl
LINC01777	15	lncRNA	ensembl
ENSG00000306535	1	lncRNA	ensembl
ENSG00000284694	1	lncRNA	ensembl
ENSG00000299517	1	lncRNA	ensembl
ENSG00000227169	1	lncRNA	ensembl
ENSG00000295490	1	lncRNA	ensembl
LINC01646	8	lncRNA	ensembl
ENSG00000300565	5	lncRNA	ensembl
ENSG00000303830	10	lncRNA	ensembl
AJAP1	3	protein_coding	ensembl
ENSG00000287586	2	lncRNA	ensembl
ENSG00000284739	3	lncRNA	ensembl
LINC02781	1	lncRNA	ensembl
ENSG00000309102	1	lncRNA	ensembl
ENSG00000309111	1	lncRNA	ensembl
LINC02782	1	lncRNA	ensembl
ENSG00000296716	1	lncRNA	ensembl
ENSG00000302269	1	lncRNA	ensembl
ENSG00000306645	1	lncRNA	ensembl
ENSG00000284616	1	lncRNA	ensembl
ENSG00000302445	1	lncRNA	ensembl
ENSG00000302452	1	lncRNA	ensembl
ENSG00000295735	1	lncRNA	ensembl
ENSG00000284692	4	lncRNA	ensembl
ENSG00000284666	1	lncRNA	ensembl
ENSG00000260972	1	lncRNA	ensembl
ENSG00000299325	1	lncRNA	ensembl
ENSG00000283356	1	unprocessed_pseudogene	ensembl
ENSG00000289893	14	lncRNA	ensembl
ENSG00000264341	1	miRNA	ensembl
ENSG00000295108	1	lncRNA	ensembl
ENSG00000295122	2	lncRNA	ensembl
ENSG00000298180	1	lncRNA	ensembl
MIR4689	1	miRNA	ensembl
NPHP4	11	protein_coding	ensembl
ENSG00000299539	1	lncRNA	ensembl
KCNAB2	48	protein_coding	ensembl
CHD5	6	protein_coding	ensembl
ENSG00000285629	1	protein_coding	ensembl
RPL22	7	protein_coding	ensembl
RNF207-AS1	2	lncRNA	ensembl
RNF207	9	protein_coding	ensembl
ICMT	4	protein_coding	ensembl
ICMT-DT	13	lncRNA	ensembl
HES3	2	protein_coding	ensembl
GPR153	1	protein_coding	ensembl
ACOT7	9	protein_coding	ensembl
ENSG00000271746	1	lncRNA	ensembl
HES2	6	protein_coding	ensembl
ESPN	16	protein_coding	ensembl
MIR4252	1	miRNA	ensembl
ENSG00000231868	1	lncRNA	ensembl
TNFRSF25	21	protein_coding	ensembl
PLEKHG5	29	protein_coding	ensembl
ENSG00000297749	1	lncRNA	ensembl
ENSG00000299237	1	lncRNA	ensembl
ENSG00000299253	1	lncRNA	ensembl
NOL9	5	protein_coding	ensembl
RNU6-731P	1	snRNA	ensembl
ENSG00000229519	1	processed_pseudogene	ensembl
TAS1R1	4	protein_coding	ensembl
ZBTB48	8	protein_coding	ensembl
KLHL21	5	protein_coding	ensembl
ENSG00000295286	1	lncRNA	ensembl
ENSG00000304810	1	lncRNA	ensembl
PHF13	2	protein_coding	ensembl
THAP3	8	protein_coding	ensembl
DNAJC11	25	protein_coding	ensembl
LINC01672	8	lncRNA	ensembl
ENSG00000284744	1	lncRNA	ensembl
CAMTA1-DT	3	lncRNA	ensembl
CAMTA1	36	protein_coding	ensembl
ENSG00000227950	1	processed_pseudogene	ensembl
CAMTA1-AS3	1	lncRNA	ensembl
RNU1-8P	1	snRNA	ensembl
ENSG00000310450	1	lncRNA	ensembl
CAMTA1-IT1	4	lncRNA	ensembl
CAMTA1-AS2	4	lncRNA	ensembl
ENSG00000294314	1	lncRNA	ensembl
CAMTA1-AS1	7	lncRNA	ensembl
ENSG00000298973	1	lncRNA	ensembl
ENSG00000306883	1	lncRNA	ensembl
ENSG00000302704	1	lncRNA	ensembl
ENSG00000270171	1	lncRNA	ensembl
ENSG00000270035	1	lncRNA	ensembl
ENSG00000269978	1	lncRNA	ensembl
ENSG00000300603	2	lncRNA	ensembl
VAMP3	3	protein_coding	ensembl
ENSG00000269925	1	lncRNA	ensembl
PER3	9	protein_coding	ensembl
ENSG00000236266	2	lncRNA	ensembl
UTS2	3	protein_coding	ensembl
ENSG00000302605	1	lncRNA	ensembl
TNFRSF9	4	protein_coding	ensembl
ENSG00000270330	1	processed_pseudogene	ensembl
PARK7	10	protein_coding	ensembl
ENSG00000299004	1	lncRNA	ensembl
Y_RNA	756	misc_RNA	ensembl
ENSG00000284747	2	lncRNA	ensembl
ENSG00000284716	1	lncRNA	ensembl
ERRFI1	5	protein_coding	ensembl
ERRFI1-DT	25	lncRNA	ensembl
RPL7AP18	1	processed_pseudogene	ensembl
ENSG00000301325	4	lncRNA	ensembl
LINC01714	42	lncRNA	ensembl
ENSG00000229305	1	processed_pseudogene	ensembl
ENSG00000301344	2	lncRNA	ensembl
RNU1-7P	1	snRNA	ensembl
ENSG00000233645	1	lncRNA	ensembl
ENSG00000298156	1	lncRNA	ensembl
ENSG00000301025	1	lncRNA	ensembl
ENSG00000301006	8	lncRNA	ensembl
RNU6-991P	1	snRNA	ensembl
SLC45A1	4	protein_coding	ensembl
RERE	22	protein_coding	ensembl
RERE-AS1	3	lncRNA	ensembl
ENSG00000221083	1	snoRNA	ensembl
ENSG00000270282	1	processed_pseudogene	ensembl
RPL7P11	1	processed_pseudogene	ensembl
RPL7P7	1	processed_pseudogene	ensembl
ENSG00000303676	1	lncRNA	ensembl
ENSG00000226545	1	unprocessed_pseudogene	ensembl
ENSG00000228423	1	lncRNA	ensembl
RPL23AP19	1	processed_pseudogene	ensembl
ENO1	16	protein_coding	ensembl
MIR6728	1	miRNA	ensembl
ENO1-AS1	4	lncRNA	ensembl
RNU6-304P	1	snRNA	ensembl
HMGN2P17	1	processed_pseudogene	ensembl
ENSG00000310107	4	lncRNA	ensembl
ENSG00000232208	1	transcribed_processed_pseudogene	ensembl
ENSG00000232663	1	processed_pseudogene	ensembl
ENSG00000310124	2	lncRNA	ensembl
CA6	6	protein_coding	ensembl
ENSG00000290109	3	lncRNA	ensembl
RN7SL451P	1	misc_RNA	ensembl
SLC2A7	1	protein_coding	ensembl
SLC2A5	10	protein_coding	ensembl
ENSG00000252404	1	scaRNA	ensembl
GPR157	3	protein_coding	ensembl
MIR34AHG	11	lncRNA	ensembl
MIR34A	1	miRNA	ensembl
ENSG00000289914	1	lncRNA	ensembl
ENSG00000302015	1	lncRNA	ensembl
LNCTAM34A	28	lncRNA	ensembl
ENSG00000301983	1	lncRNA	ensembl
ENSG00000301968	4	lncRNA	ensembl
H6PD	3	protein_coding	ensembl
ENSG00000302217	2	lncRNA	ensembl
SPSB1	4	protein_coding	ensembl
ENSG00000294252	1	lncRNA	ensembl
ENSG00000296073	3	lncRNA	ensembl
ENSG00000296056	2	lncRNA	ensembl
ENSG00000307568	2	lncRNA	ensembl
ENSG00000284652	1	lncRNA	ensembl
LINC02606	28	lncRNA	ensembl
RNA5SP40	1	rRNA_pseudogene	ensembl
ENSG00000301013	3	lncRNA	ensembl
ENSG00000301030	1	lncRNA	ensembl
ENSG00000306844	1	lncRNA	ensembl
ENSG00000296249	1	lncRNA	ensembl
ENSG00000235263	1	lncRNA	ensembl
SLC25A33	1	protein_coding	ensembl
ENSG00000231181	1	processed_pseudogene	ensembl
TMEM201	5	protein_coding	ensembl
ENSG00000307011	1	lncRNA	ensembl
PIK3CD	23	protein_coding	ensembl
PIK3CD-AS1	1	lncRNA	ensembl
ENSG00000233268	1	processed_pseudogene	ensembl
ENSG00000301080	1	lncRNA	ensembl
PIK3CD-AS2	3	lncRNA	ensembl
CLSTN1	6	protein_coding	ensembl
MZT1P1	1	processed_pseudogene	ensembl
ENSG00000280113	2	TEC	ensembl
CTNNBIP1	4	protein_coding	ensembl
ENSG00000223989	1	lncRNA	ensembl
ENSG00000285701	2	lncRNA	ensembl
ENSG00000228150	11	lncRNA	ensembl
LZIC	5	protein_coding	ensembl
NMNAT1	5	protein_coding	ensembl
RN7SKP269	1	misc_RNA	ensembl
TMEM274P	1	unitary_pseudogene	ensembl
MIR5697	1	miRNA	ensembl
ENSG00000241326	1	lncRNA	ensembl
RBP7	2	protein_coding	ensembl
UBE4B	10	protein_coding	ensembl
RPL21P21	1	processed_pseudogene	ensembl
PGAM1P11	1	processed_pseudogene	ensembl
RNU6-828P	1	snRNA	ensembl
KIF1B	22	protein_coding	ensembl
ENSG00000264881	1	miRNA	ensembl
RNU6-37P	1	snRNA	ensembl
RN7SL731P	1	misc_RNA	ensembl
ENSG00000284735	3	lncRNA	ensembl
ENSG00000284642	4	lncRNA	ensembl
PGD	10	protein_coding	ensembl
ENSG00000271989	1	lncRNA	ensembl
CENPS-CORT	5	protein_coding	ensembl
CENPS	5	protein_coding	ensembl
CORT	1	protein_coding	ensembl
DFFA	3	protein_coding	ensembl
ENSG00000203469	1	lncRNA	ensembl
PEX14	4	protein_coding	ensembl
ENSG00000307253	1	lncRNA	ensembl
ENSG00000287727	1	lncRNA	ensembl
RN7SL614P	1	misc_RNA	ensembl
CASZ1	9	protein_coding	ensembl
ENSG00000272078	1	lncRNA	ensembl
ENSG00000298629	1	lncRNA	ensembl
ENSG00000308013	1	lncRNA	ensembl
ENSG00000307983	2	lncRNA	ensembl
ENSG00000307999	1	lncRNA	ensembl
HSPE1P24	1	processed_pseudogene	ensembl
ENSG00000308257	4	lncRNA	ensembl
C1orf127	5	protein_coding	ensembl
CFL1P6	1	processed_pseudogene	ensembl
TARDBP	38	protein_coding	ensembl
MASP2	17	protein_coding	ensembl
SRM	6	protein_coding	ensembl
EXOSC10-AS1	10	lncRNA	ensembl
EXOSC10	11	protein_coding	ensembl
MTOR	16	protein_coding	ensembl
MTOR-AS1	2	lncRNA	ensembl
RNU6-537P	1	snRNA	ensembl
ANGPTL7	2	protein_coding	ensembl
RNU6-291P	1	snRNA	ensembl
RPL39P6	1	processed_pseudogene	ensembl
ENSG00000309051	1	lncRNA	ensembl
UBIAD1	4	protein_coding	ensembl
UBE2V2P3	1	processed_pseudogene	ensembl
ENSG00000284646	8	lncRNA	ensembl
ENSG00000302153	5	lncRNA	ensembl
ENSG00000302176	2	lncRNA	ensembl
MTCYBP45	1	processed_pseudogene	ensembl
ENSG00000299102	3	lncRNA	ensembl
DISP3	3	protein_coding	ensembl
ENSG00000285833	1	lncRNA	ensembl
ENSG00000303300	1	lncRNA	ensembl
LINC01647	1	lncRNA	ensembl
ENSG00000284708	1	lncRNA	ensembl
FBXO2	6	protein_coding	ensembl
FBXO44	9	protein_coding	ensembl
MAD2L2	13	protein_coding	ensembl
FBXO6	3	protein_coding	ensembl
DRAXIN	1	protein_coding	ensembl
ENSG00000301523	4	lncRNA	ensembl
ENSG00000305789	1	lncRNA	ensembl
AGTRAP	14	protein_coding	ensembl
C1orf167	8	protein_coding	ensembl
C1orf167-AS1	1	lncRNA	ensembl
MTHFR	19	protein_coding	ensembl
CLCN6	10	protein_coding	ensembl
ENSG00000276470	1	misc_RNA	ensembl
ENSG00000278852	1	misc_RNA	ensembl
NPPA	2	protein_coding	ensembl
ENSG00000275915	1	misc_RNA	ensembl
NPPB	1	protein_coding	ensembl
SBF1P2	1	processed_pseudogene	ensembl
ENSG00000285646	11	lncRNA	ensembl
RNU5E-1	1	snRNA	ensembl
RNU5E-4P	1	snRNA	ensembl
KIAA2013	2	protein_coding	ensembl
PLOD1	9	protein_coding	ensembl
ENSG00000287384	1	lncRNA	ensembl
MFN2	33	protein_coding	ensembl
ENSG00000270914	1	processed_pseudogene	ensembl
MIIP	7	protein_coding	ensembl
MIR6729	1	miRNA	ensembl
RN7SL649P	1	misc_RNA	ensembl
TNFRSF8	5	protein_coding	ensembl
RNU6-777P	1	snRNA	ensembl
RPL23AP89	1	processed_pseudogene	ensembl
ENSG00000285604	1	lncRNA	ensembl
ENSG00000294285	1	lncRNA	ensembl
ENSG00000301863	1	lncRNA	ensembl
MIR7846	1	miRNA	ensembl
TNFRSF1B	4	protein_coding	ensembl
ENSG00000296888	1	lncRNA	ensembl
MIR4632	1	miRNA	ensembl
ENSG00000297053	1	lncRNA	ensembl
RPL10P17	1	processed_pseudogene	ensembl
SNORA70	27	snoRNA	ensembl
VPS13D	20	protein_coding	ensembl
ENSG00000295309	1	lncRNA	ensembl
SNORA59A	1	snoRNA	ensembl
LINC02766	11	lncRNA	ensembl
ENSG00000309694	1	lncRNA	ensembl
DHRS3	12	protein_coding	ensembl
RNU6ATAC18P	1	snRNA	ensembl
MIR6730	1	miRNA	ensembl
ENSG00000305650	1	lncRNA	ensembl
ENSG00000288927	4	lncRNA	ensembl
AADACL4	1	protein_coding	ensembl
ENSG00000226166	1	processed_pseudogene	ensembl
AADACL3	2	protein_coding	ensembl
CFAP107	3	protein_coding	ensembl
PRAMEF12	1	protein_coding	ensembl
PRAMEF1	2	protein_coding	ensembl
LINC01784	2	lncRNA	ensembl
PRAMEF11	1	protein_coding	ensembl
PRAMEF30P	1	unprocessed_pseudogene	ensembl
HNRNPCL1	1	protein_coding	ensembl
PRAMEF2	1	protein_coding	ensembl
PRAMEF4	1	protein_coding	ensembl
ENSG00000296105	1	lncRNA	ensembl
PRAMEF10	1	protein_coding	ensembl
PRAMEF7	2	protein_coding	ensembl
RNU6-1072P	1	snRNA	ensembl
PRAMEF29P	1	unprocessed_pseudogene	ensembl
PRAMEF6	2	protein_coding	ensembl
PRAMEF28P	1	unprocessed_pseudogene	ensembl
PRAMEF27	1	protein_coding	ensembl
HNRNPCL3	2	protein_coding	ensembl
PRAMEF25	2	protein_coding	ensembl
PRAMEF34P	1	unprocessed_pseudogene	ensembl
PRAMEF35P	1	unprocessed_pseudogene	ensembl
HNRNPCL2	1	protein_coding	ensembl
PRAMEF36P	2	transcribed_unprocessed_pseudogene	ensembl
ENSG00000297821	1	lncRNA	ensembl
ENSG00000233336	1	lncRNA	ensembl
PRAMEF26	2	protein_coding	ensembl
HNRNPCL4	1	protein_coding	ensembl
PRAMEF9	1	protein_coding	ensembl
PRAMEF13	2	protein_coding	ensembl
PRAMEF18	1	protein_coding	ensembl
ENSG00000295394	1	lncRNA	ensembl
PRAMEF31P	1	transcribed_unprocessed_pseudogene	ensembl
PRAMEF5	1	protein_coding	ensembl
PRAMEF32P	1	unprocessed_pseudogene	ensembl
RNU6-771P	1	snRNA	ensembl
PRAMEF8	2	protein_coding	ensembl
PRAMEF33	1	protein_coding	ensembl
PRAMEF15	1	protein_coding	ensembl
ENSG00000228229	1	lncRNA	ensembl
PRAMEF14	2	protein_coding	ensembl
PRAMEF19	1	protein_coding	ensembl
PRAMEF17	1	protein_coding	ensembl
PRAMEF20	1	protein_coding	ensembl
ENSG00000307992	1	lncRNA	ensembl
ENSG00000295011	1	lncRNA	ensembl
LRRC38	1	protein_coding	ensembl
ENSG00000301663	3	lncRNA	ensembl
ENSG00000259961	2	lncRNA	ensembl
BRWD1P1	1	processed_pseudogene	ensembl
PDPN	11	protein_coding	ensembl
RNA5SP41	1	rRNA_pseudogene	ensembl
ENSG00000237445	1	lncRNA	ensembl
ENSG00000295237	1	lncRNA	ensembl
ENSG00000253085	1	scaRNA	ensembl
PRDM2	14	protein_coding	ensembl
ENSG00000289380	1	lncRNA	ensembl
ENSG00000304226	2	lncRNA	ensembl
KAZN	9	protein_coding	ensembl
RNU6-1265P	1	snRNA	ensembl
ENSG00000231606	2	lncRNA	ensembl
KAZN-AS1	8	lncRNA	ensembl
ENSG00000302124	1	lncRNA	ensembl
TBCAP2	1	processed_pseudogene	ensembl
ENSG00000287756	1	lncRNA	ensembl
ENSG00000294214	1	lncRNA	ensembl
ENSG00000294586	2	lncRNA	ensembl
ENSG00000293964	2	lncRNA	ensembl
TMEM51-AS1	6	lncRNA	ensembl
ENSG00000310342	1	lncRNA	ensembl
TMEM51	6	protein_coding	ensembl
TMEM51-AS2	3	lncRNA	ensembl
MFFP1	1	processed_pseudogene	ensembl
ZBTB2P1	1	processed_pseudogene	ensembl
FHAD1	24	protein_coding	ensembl
EFHD2-AS1	14	lncRNA	ensembl
FHAD1-AS1	5	lncRNA	ensembl
ENSG00000236045	1	lncRNA	ensembl
